Iso3,Area,StartDate (Food security),EndDate (Food Security),Item,Unit,Value,GHI Reference Year,GHI_Score,GHI_Rank,Absolute change since 2016,% change since 2016,Undernourishment_Pct (% of population),Child_Wasting_Pct (% of children under five years old),Child_Stunting_Pct (% of children under five years old),Child_Mortality_Pct (% of children under five years old),Note
PHL,Philippines,2005-01-01,2005-12-31,Percentage of population using at least basic drinking water services (percent),%,88,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Percentage of population using safely managed sanitation services (percent),%,47,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Percentage of population using at least basic sanitation services (percent),%,66,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Percentage of children under 5 years affected by wasting (percent),%,,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Number of children under 5 years affected by wasting (million),million No,,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),%,33.7,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Number of children under 5 years of age who are stunted (modeled estimates) (million),million No,3.7,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),%,2.7,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Number of children under 5 years of age who are overweight (modeled estimates) (million),million No,0.3,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Prevalence of obesity in the adult population (18 years and older) (percent),%,4.2,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Number of obese adults (18 years and older) (million),million No,2.1,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Prevalence of anemia among women of reproductive age (15-49 years) (percent),%,22.2,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Number of women of reproductive age (15-49 years) affected by anemia (million),million No,4.8,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),%,,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Prevalence of low birthweight (percent),%,20.9,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Number of newborns with low birthweight (million),million No,0.5,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Minimum dietary energy requirement  (kcal/cap/day),kcal/cap/d,1706,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Average dietary energy requirement (kcal/cap/day),kcal/cap/d,2198,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Coefficient of variation of habitual caloric consumption distribution (real number),No,0.29,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2005-12-31,Incidence of caloric losses at retail distribution level (percent),%,3.25,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2005-01-01,2007-12-31,Average fat supply (g/cap/day) (3-year average),g/cap/d,48.2,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,Average dietary energy supply adequacy (percent) (3-year average),%,115,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),kcal/cap/d,2499,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),kcal/cap/d,2541,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",%,60,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,Average protein supply (g/cap/day) (3-year average),g/cap/d,59.2,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,Average supply of protein of animal origin (g/cap/day) (3-year average),g/cap/d,24.7,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,"Gross domestic product per capita, PPP, (constant 2017 international $)",Int$/cap,5680.6,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,Prevalence of undernourishment (percent) (3-year average),%,12.2,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,Number of people undernourished (million) (3-year average),million No,10.9,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,Cereal import dependency ratio (percent) (3-year average),%,22,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,Percent of arable land equipped for irrigation (percent) (3-year average),%,4.9,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,Value of food imports in total merchandise exports (percent) (3-year average),%,8,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Political stability and absence of violence/terrorism (index),,-1.64,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Per capita food supply variability (kcal/cap/day),kcal/cap/d,26,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Percentage of population using safely managed drinking water services (percent),%,45,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Percentage of population using at least basic drinking water services (percent),%,88,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Percentage of population using safely managed sanitation services (percent),%,48,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Percentage of population using at least basic sanitation services (percent),%,67,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Percentage of children under 5 years affected by wasting (percent),%,,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Number of children under 5 years affected by wasting (million),million No,,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),%,33.6,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Number of children under 5 years of age who are stunted (modeled estimates) (million),million No,3.7,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),%,2.8,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Number of children under 5 years of age who are overweight (modeled estimates) (million),million No,0.3,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Prevalence of obesity in the adult population (18 years and older) (percent),%,4.4,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Number of obese adults (18 years and older) (million),million No,2.2,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Prevalence of anemia among women of reproductive age (15-49 years) (percent),%,21.8,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Number of women of reproductive age (15-49 years) affected by anemia (million),million No,4.9,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),%,,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Prevalence of low birthweight (percent),%,21,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Number of newborns with low birthweight (million),million No,0.5,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Minimum dietary energy requirement  (kcal/cap/day),kcal/cap/d,1709,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Average dietary energy requirement (kcal/cap/day),kcal/cap/d,2202,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Coefficient of variation of habitual caloric consumption distribution (real number),No,0.28,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2006-12-31,Incidence of caloric losses at retail distribution level (percent),%,3.25,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2006-01-01,2008-12-31,Average fat supply (g/cap/day) (3-year average),g/cap/d,49.5,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,Average dietary energy supply adequacy (percent) (3-year average),%,116,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),kcal/cap/d,2555,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),kcal/cap/d,2568,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",%,60,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,Average protein supply (g/cap/day) (3-year average),g/cap/d,60,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,Average supply of protein of animal origin (g/cap/day) (3-year average),g/cap/d,25.2,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,"Gross domestic product per capita, PPP, (constant 2017 international $)",Int$/cap,5938.8,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,Prevalence of undernourishment (percent) (3-year average),%,11.3,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,Number of people undernourished (million) (3-year average),million No,10.3,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,Cereal import dependency ratio (percent) (3-year average),%,22.4,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,Percent of arable land equipped for irrigation (percent) (3-year average),%,5,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,Value of food imports in total merchandise exports (percent) (3-year average),%,9,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Political stability and absence of violence/terrorism (index),,-1.6,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Per capita food supply variability (kcal/cap/day),kcal/cap/d,33,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Percentage of population using safely managed drinking water services (percent),%,45,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Percentage of population using at least basic drinking water services (percent),%,89,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Percentage of population using safely managed sanitation services (percent),%,48,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Percentage of population using at least basic sanitation services (percent),%,68,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Percentage of children under 5 years affected by wasting (percent),%,,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Number of children under 5 years affected by wasting (million),million No,,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),%,33.4,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Number of children under 5 years of age who are stunted (modeled estimates) (million),million No,3.7,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Percentage of children under 5 years of age who are overweight (modelled estimates) (percent),%,2.9,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Number of children under 5 years of age who are overweight (modeled estimates) (million),million No,0.3,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Prevalence of obesity in the adult population (18 years and older) (percent),%,4.6,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Number of obese adults (18 years and older) (million),million No,2.4,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Prevalence of anemia among women of reproductive age (15-49 years) (percent),%,21.1,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Number of women of reproductive age (15-49 years) affected by anemia (million),million No,4.8,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Prevalence of exclusive breastfeeding among infants 0-5 months of age (percent),%,,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Prevalence of low birthweight (percent),%,21,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Number of newborns with low birthweight (million),million No,0.5,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Minimum dietary energy requirement  (kcal/cap/day),kcal/cap/d,1712,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Average dietary energy requirement (kcal/cap/day),kcal/cap/d,2206,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Coefficient of variation of habitual caloric consumption distribution (real number),No,0.28,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2007-12-31,Incidence of caloric losses at retail distribution level (percent),%,3.3,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2007-01-01,2009-12-31,Average fat supply (g/cap/day) (3-year average),g/cap/d,50.6,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2010-12-31,Average dietary energy supply adequacy (percent) (3-year average),%,115,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2008-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day),kcal/cap/d,2568,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2010-12-31,Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day) (3-year average),kcal/cap/d,2533,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2010-12-31,"Share of dietary energy supply derived from cereals, roots and tubers (percent) (3-year average)",%,59,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2010-12-31,Average protein supply (g/cap/day) (3-year average),g/cap/d,62.9,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2010-12-31,Average supply of protein of animal origin (g/cap/day) (3-year average),g/cap/d,26.7,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2008-12-31,Rail lines density (total route in km per 100 square km of land area),km,0.2,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2008-12-31,"Gross domestic product per capita, PPP, (constant 2017 international $)",Int$/cap,6082,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2010-12-31,Prevalence of undernourishment (percent) (3-year average),%,12.2,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2010-12-31,Number of people undernourished (million) (3-year average),million No,11.4,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2010-12-31,Cereal import dependency ratio (percent) (3-year average),%,22.7,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2010-12-31,Percent of arable land equipped for irrigation (percent) (3-year average),%,5.2,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2010-12-31,Value of food imports in total merchandise exports (percent) (3-year average),%,10,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2008-12-31,Political stability and absence of violence/terrorism (index),,-1.78,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2008-12-31,Per capita food supply variability (kcal/cap/day),kcal/cap/d,46,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
PHL,Philippines,2008-01-01,2008-12-31,Percentage of population using safely managed drinking water services (percent),%,45,2008,18.9,18.9,-3.5,-19.6,11.3,6.6,32,3.1,This entry is grouped under the 2008 range (2005–2012) because its data collection started between 2005 and 2012.
